id,familia,ticker,arquitectura,rep,reintentos_vacios,reintentos_proveedor,respuesta,cifra_dada,cifra_esperada,ratio_cifra,unidad,ejercicio,fuente,cita_dada,chunk_id,herramientas,n_llamadas,tokens_in,tokens_out,coste_usd,latencia_s,sin_respuesta,corrigio_cifra,corrigio_cita,reintentos_esquema,limite_alcanzado,n_busquedas,busquedas_con_ticker,busquedas_con_item,uso_read_section,busquedas_reescritas,cita,cifra,trayectoria,honestidad,acierto,obsoleta,recall5,pos_ancla
gX-001,numerica,NVDA,a3_hibrido,3,0,0,Los ingresos de NVIDIA en el ejercicio fiscal 2025 fueron de 130.497.000.000 USD (aproximadamente 130.497 millones de dólares).,130497000000.0,130497000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,5006,651,0.00619575,7.578751599998213,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-002,numerica,AAPL,a3_hibrido,3,0,0,El beneficio neto (NetIncomeLoss) de Apple en el ejercicio fiscal 2025 fue de 112.010.000.000 USD.,112010000000.0,112010000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,4981,484,0.00555075,15.220921500000259,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-003,numerica,GOOGL,a3_hibrido,3,0,0,Los ingresos totales de Alphabet (GOOGL) en el ejercicio fiscal 2025 ascendieron a 402.836.000.000 USD (aproximadamente 402.836 millones de dólares).,402836000000.0,402836000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,4956,542,0.0057495,10.571712400000251,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-004,numerica,META,a3_hibrido,3,0,0,"En el ejercicio fiscal 2025, Meta Platforms, Inc. gastó 57.372.000.000 USD en investigación y desarrollo (Research and Development Expense).",57372000000.0,57372000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,5101,662,0.00630825,9.07109820000187,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-005,numerica,AMZN,a3_hibrido,3,0,0,"En el ejercicio fiscal 2025, Amazon generó 139.514.000.000 USD en efectivo procedente de sus actividades de explotación (flujo de caja operativo).",139514000000.0,139514000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,5009,603,0.006018,28.541365499997482,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-006,numerica,MSFT,a3_hibrido,3,0,0,"Al cierre del ejercicio fiscal 2024 (30 de junio de 2024), el pasivo total de Microsoft ascendía a 243.686.000.000 USD.",243686000000.0,243686000000.0,1.0,USD,2024,xbrl,,,get_xbrl_fact,1,2960,498,0.0040875,4.988501100000576,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-007,extractiva,NVDA,a3_hibrido,3,0,0,"En su informe 10-K de FY2025, NVIDIA describe el mercado en China como altamente competitivo y prevé que continúe siéndolo en el futuro. La compañía señala que su oferta comercial se encuentra severamente limitada por los controles de exportación de EE. UU., lo que ha perjudicado su posición competitiva a largo plazo frente a competidores (incluidos fabricantes locales basados en China y otros rivales no sujetos a las mismas restricciones). Aunque NVIDIA introdujo productos específicos para China sin requisito de licencia y los ingresos de Data Center en el país crecieron en FY2025, su peso sobre los ingresos totales de Data Center permanece muy por debajo de los niveles previos a las restricciones de octubre de 2023. Asimismo, la compañía advierte del riesgo de que el propio gobierno chino incentive la compra de productos a competidores locales o imponga normativas y estándares técnicos restrictivos.",,,,,2025,texto,"The market in China, where our offerings are limited by export controls, is highly competitive and we expect it to remain competitive going forward.",NVDA-2025-1A-0013,list_available → search_filings → search_filings → search_filings → search_filings → search_filings → search_filings,7,49841,2605,0.0471495,81.76041400000031,False,False,False,0,False,6,6,6,False,6,True,,True,,True,False,False,15.0
gX-008,extractiva,GOOGL,a3_hibrido,3,0,0,"En los factores de riesgo (Item 1A) de su informe 10-K para el ejercicio fiscal 2025, Alphabet detalla dos demandas antimonopolio principales iniciadas por el Departamento de Justicia (DOJ) junto con fiscales generales estatales:

1. Demanda sobre Búsqueda y publicidad de búsqueda (Search and Search advertising): tramitada en el Tribunal de Distrito de EE. UU. para el Distrito de Columbia. En agosto de 2024 el tribunal falló contra Google y en diciembre de 2025 emitió una sentencia final imponiendo remedios (incluyendo restricciones a la distribución de servicios y la obligación de compartir ciertos datos de búsqueda). Ambas partes apelaron dicha resolución a principios de 2026.
2. Demanda sobre tecnología de publicidad digital (advertising technology): presentada en enero de 2023 en el Distrito Este de Virginia. En abril de 2025 el tribunal emitió un fallo mixto determinando que las herramientas para editores (publisher tools) excluían indebidamente a competidores. En el proceso de fijación de remedios (cuyas conclusiones tuvieron lugar a finales de 2025), el DOJ solicitó medidas estructurales (desinversiones/escisiones), quedando pendiente la sentencia definitiva.",,,,,2025,texto,the DOJ and a number of state Attorneys General filed a lawsuit concerning our Search and Search advertising practices and our compliance with US antitrust laws.,GOOGL-2025-1A-0026,list_available → search_filings,2,7697,1772,0.01241775,22.36977350000234,False,False,False,0,False,1,1,1,False,1,True,,True,,True,False,True,3.0
gX-009,extractiva,META,a3_hibrido,3,0,0,"En su informe 10-K para el ejercicio fiscal 2025, Meta señala que la Ley de Mercados Digitales (DMA) de la Unión Europea le impone restricciones y requisitos concretos en áreas como la combinación de datos entre distintos servicios, fusiones y adquisiciones, y el diseño de productos. Además, la compañía detalla que la DMA afecta a sus modelos comerciales y de consentimiento de datos, lo que le obligó a ofrecer y realizar modificaciones a su opción de anuncios menos personalizados (LPA) tras determinarse que su modelo de 'suscripción sin anuncios' no cumplía con los requerimientos.",,,,,2025,texto,"For example, the DMA in the European Union imposes restrictions and requirements on companies like ours, including in areas such as the combination of data across services, mergers and acquisitions, and product design.",META-2025-1A-0060,list_available → search_filings → search_filings,3,13388,1134,0.0142935,16.6263609000016,False,False,False,0,False,2,2,1,False,2,True,,True,,True,False,True,1.0
gX-010,extractiva,AAPL,a3_hibrido,3,1,0,"En el Item 1A de su informe 10-K para el ejercicio fiscal 2025, Apple señala que muchas de sus operaciones, tiendas e instalaciones, así como las operaciones críticas de sus proveedores y fabricantes contratados, se ubican en zonas propensas a terremotos y otros desastres naturales. Asimismo, advierte de que el cambio climático global está provocando que ciertos desastres naturales y fenómenos meteorológicos extremos ocurran con mayor frecuencia o intensidad, lo que puede dificultar o imposibilitar la fabricación y entrega de productos, causar retrasos e ineficiencias en la cadena de suministro y elevar los costes.",,,,,2025,texto,"Many of the Company’s operations, retail stores and facilities, as well as critical business operations of the Company’s suppliers and contract manufacturers, are in locations that are prone to earthquakes and other natural disasters.",AAPL-2025-1A-0003,list_available → search_filings,2,7051,983,0.0089745,18.26121889999922,False,False,False,0,False,1,1,1,False,1,True,,True,,True,False,True,5.0
gX-011,extractiva,META,a3_hibrido,3,0,0,"Según el MD&A de su informe anual de FY2025, Meta anticipa realizar inversiones en capital de aproximadamente entre 115.000 millones y 135.000 millones de dólares ($115 billion a $135 billion) en 2026 para respaldar sus esfuerzos en inteligencia artificial y su negocio principal.",,,,USD,2025,texto,We anticipate making capital expenditures of approximately $115 billion to $135 billion in 2026 to support our AI efforts and core business.,META-2025-7-0031,list_available → search_filings → get_xbrl_fact,3,29617,2114,0.03014025,54.54090580000047,False,False,False,3,False,1,1,1,False,1,True,,True,,True,False,True,2.0
gX-012,extractiva,NVDA,a3_hibrido,3,0,0,"Al cierre del ejercicio fiscal 2025, NVIDIA realizó un análisis de sensibilidad sobre su cartera de inversión que determinó que desplazamientos paralelos en la curva de rendimientos (yield curve) de más o menos 0,5% provocarían una variación en el valor razonable de estas inversiones de 238 millones de dólares.",,,,,2025,texto,"According to our analysis, parallel shifts in the yield curve of plus or minus 0.5% would result in a change in fair value for these investments of $238 million.",NVDA-2025-7A-0000,list_available → search_filings,2,5742,1146,0.008604,19.545255299999553,False,False,False,0,False,1,1,1,False,1,True,,True,,True,False,True,1.0
gX-013,comparativa,MSFT,a3_hibrido,3,0,0,"Los ingresos de Microsoft (RevenueFromContractWithCustomerExcludingAssessedTax) aumentaron en 36.602.000.000 USD (un incremento del 14,93%), pasando de 245.122.000.000 USD en el ejercicio fiscal 2024 a 281.724.000.000 USD en el ejercicio fiscal 2025.",281724000000.0,281724000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact → get_xbrl_fact,5,7435,1057,0.00954,13.703072000000247,False,False,False,0,False,0,0,0,False,0,False,True,False,,False,False,True,1.0
gX-014,comparativa,NVDA,a3_hibrido,3,0,0,"El beneficio neto de NVIDIA aumentó en 43.120.000.000 USD (+144,89%) entre FY2024 y FY2025, pasando de 29.760.000.000 USD en el ejercicio fiscal 2024 a 72.880.000.000 USD en el ejercicio fiscal 2025.",72880000000.0,72880000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact → get_xbrl_fact,3,7020,919,0.00871125,12.315303200000926,False,False,False,0,False,0,0,0,False,0,False,True,False,,False,False,True,2.0
gX-015,comparativa,GOOGL,a3_hibrido,3,0,0,"Los ingresos de Alphabet aumentaron en 52.818.000.000 USD (un 15,09%) entre FY2024 y FY2025, pasando de 350.018.000.000 USD en FY2024 a 402.836.000.000 USD en FY2025.",402836000000.0,402836000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact → get_xbrl_fact,3,5011,868,0.00701325,20.844899600000645,False,False,False,0,False,0,0,0,False,0,False,True,False,,False,False,True,2.0
