id,familia,ticker,arquitectura,rep,reintentos_vacios,reintentos_proveedor,respuesta,cifra_dada,cifra_esperada,ratio_cifra,unidad,ejercicio,fuente,cita_dada,chunk_id,herramientas,n_llamadas,tokens_in,tokens_out,coste_usd,latencia_s,sin_respuesta,corrigio_cifra,corrigio_cita,reintentos_esquema,limite_alcanzado,n_busquedas,busquedas_con_ticker,busquedas_con_item,uso_read_section,busquedas_reescritas,cita,cifra,trayectoria,honestidad,acierto,obsoleta,recall5,pos_ancla
gX-001,numerica,NVDA,a3_hibrido,2,0,0,Los ingresos de NVIDIA en el ejercicio fiscal 2025 fueron de 130.497.000.000 USD.,130497000000.0,130497000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,5064,641,0.00620175,8.160572199998569,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-002,numerica,AAPL,a3_hibrido,2,0,0,El beneficio neto de Apple en el ejercicio fiscal 2025 fue de 112.010.000.000 USD (cierre a 27 de septiembre de 2025).,112010000000.0,112010000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,4993,455,0.005451,26.48671199999808,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-003,numerica,GOOGL,a3_hibrido,2,0,0,Los ingresos totales de Alphabet (GOOGL) en el ejercicio fiscal 2025 fueron de 402.836.000.000 USD (402.836 millones de dólares).,402836000000.0,402836000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,4973,511,0.005646,7.8370613000006415,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-004,numerica,META,a3_hibrido,2,0,0,"En el ejercicio fiscal 2025, Meta Platforms, Inc. gastó 57.372.000.000 USD en investigación y desarrollo (Research and Development).",57372000000.0,57372000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,5053,558,0.00588225,9.136672100001306,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-005,numerica,AMZN,a3_hibrido,2,0,0,"En el ejercicio fiscal 2025, Amazon generó 139.514.000.000 USD de efectivo mediante sus actividades de explotación (NetCashProvidedByUsedInOperatingActivities).",139514000000.0,139514000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,5053,495,0.005646,9.497803800000838,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-006,numerica,MSFT,a3_hibrido,2,0,0,"Al cierre del ejercicio fiscal 2024 (30 de junio de 2024), el pasivo total de Microsoft ascendía a 243.686.000.000 USD.",243686000000.0,243686000000.0,1.0,USD,2024,xbrl,,,list_available → get_xbrl_fact,2,5004,539,0.00577425,7.694857399998,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-007,extractiva,NVDA,a3_hibrido,2,0,0,"En su 10-K de FY2025 (Item 1A), NVIDIA describe un entorno competitivo crecientemente adverso en China debido al impacto conjunto de los controles de exportación estadounidenses y las políticas del gobierno chino. La compañía señala que las restricciones de exportación de EE. UU. la colocan en desventaja competitiva frente a competidores que ofrecen alternativas no sujetas a tales controles e incentivan una mayor inversión en competidores extranjeros y locales. Paralelamente, el gobierno chino puede incentivar a los clientes a adquirir productos de competidores locales chinos, imponer restricciones comerciales a productos de NVIDIA o de sus proveedores, y fijar estándares técnicos (como planes de eficiencia por vatio y ancho de banda en centros de datos) que podrían dificultar el diseño de productos aptos para dicho mercado.",,,,,2025,texto,"The Chinese government may also encourage customers to purchase from our China-based competitors, or impose restrictions on the sale to certain customers of our products, or any products containing components made by our partners and suppliers.",NVDA-2025-1A-0038,list_available → search_filings → search_filings → search_filings → search_filings → search_filings → search_filings → search_filings → search_filings,9,56329,2878,0.05303925,85.17755259999831,False,False,False,0,True,8,8,8,False,7,True,,True,,True,False,False,15.0
gX-008,extractiva,GOOGL,a3_hibrido,2,0,0,"En sus factores de riesgo (Item 1A) de FY2025, Alphabet menciona dos demandas antimonopolio principales interpuestas por el Departamento de Justicia (DOJ) y fiscales generales estatales: 

1. Demanda sobre búsqueda y publicidad de búsqueda (Search and Search advertising): tramitada en el Tribunal de Distrito de Columbia, donde en agosto de 2024 se falló contra Google y en diciembre de 2025 se dictó sentencia definitiva ordenando medidas correctivas (apelada a principios de 2026).
2. Demanda sobre tecnología publicitaria (advertising technology): presentada en enero de 2023 en el Distrito Este de Virginia, en la cual el tribunal emitió un fallo mixto en abril de 2025 determinando que sus herramientas para editores (publisher tools) excluían indebidamente a rivales, encontrándose pendiente la sentencia definitiva sobre remedios (incluidas propuestas de soluciones estructurales).",,,,,2025,texto,the DOJ and a number of state Attorneys General filed a lawsuit concerning our Search and Search advertising practices and our compliance with US antitrust laws.,GOOGL-2025-1A-0026,list_available → search_filings → search_filings,3,8592,1883,0.01350525,23.256226500001503,False,False,False,0,False,2,2,2,False,2,True,,True,,True,False,True,3.0
gX-009,extractiva,META,a3_hibrido,2,0,0,"En su informe 10-K para el ejercicio fiscal 2025 (Item 1A), Meta señala que la Ley de Mercados Digitales (DMA) de la Unión Europea le impone restricciones y requisitos específicos en áreas como la combinación de datos entre servicios distintos, las fusiones y adquisiciones, y el diseño de productos. Asimismo, destaca que estas obligaciones son aplicables a las compañías designadas como 'gatekeepers' desde marzo de 2024 e implican costes significativos de cumplimiento y cambios operativos en sus productos y prácticas de negocio (como los procedimientos y modificaciones relativos a su modelo de 'suscripción sin anuncios' y la introducción de anuncios menos personalizados).",,,,,2025,texto,"For example, the DMA in the European Union imposes restrictions and requirements on companies like ours, including in areas such as the combination of data across services, mergers and acquisitions, and product design.",META-2025-1A-0060,list_available → search_filings → search_filings → search_filings,4,20056,1858,0.0220095,27.221593900001608,False,False,False,0,False,3,3,3,False,3,True,,True,,True,False,True,1.0
gX-010,extractiva,AAPL,a3_hibrido,2,0,0,"En su informe 10-K para el ejercicio fiscal 2025 (Item 1A), Apple declara que muchas de sus operaciones, tiendas comerciales e instalaciones, así como operaciones críticas de sus proveedores y fabricantes bajo contrato, están situadas en ubicaciones propensas a terremotos y otros desastres naturales. Asimismo, señala que el cambio climático global está provocando que ciertos tipos de desastres naturales y fenómenos meteorológicos extremos ocurran con mayor frecuencia o con efectos más intensos. Estos acontecimientos pueden dificultar o imposibilitar la fabricación y entrega de productos, generar retrasos e ineficiencias en la cadena de suministro, causar interrupciones en sus servicios, elevar costes y reducir el gasto y la demanda de los consumidores en las zonas afectadas.",,,,,2025,texto,"Many of the Company’s operations, retail stores and facilities, as well as critical business operations of the Company’s suppliers and contract manufacturers, are in locations that are prone to earthquakes and other natural disasters.",AAPL-2025-1A-0003,list_available → search_filings,2,7161,896,0.00873075,23.055652999999438,False,False,False,0,False,1,1,1,False,1,True,,True,,True,False,True,5.0
gX-011,extractiva,META,a3_hibrido,2,0,0,"Según el apartado MD&A de su informe anual de FY2025, Meta anticipa realizar inversiones en capital (capital expenditures) de aproximadamente entre 115.000 y 135.000 millones de dólares ($115 billion to $135 billion) en 2026 para respaldar sus iniciativas de inteligencia artificial y su negocio principal.",,,,USD,2025,texto,We anticipate making capital expenditures of approximately $115 billion to $135 billion in 2026 to support our AI efforts and core business.,META-2025-7-0031,list_available → search_filings → search_filings,3,15583,1919,0.0188835,37.1900327000003,False,False,False,1,False,2,2,2,False,2,True,,True,,True,False,True,2.0
gX-012,extractiva,NVDA,a3_hibrido,2,0,0,"Al cierre del ejercicio fiscal 2025 (FY2025), NVIDIA realizó un análisis de sensibilidad sobre su cartera de inversiones expuesta a riesgo de tipos de interés, determinando que desplazamientos paralelos en la curva de tipos de interés de +/-0,5% (más o menos 0,5%) resultarían en un cambio en el valor razonable de estas inversiones de 238 millones de dólares.",,,,,2025,texto,"According to our analysis, parallel shifts in the yield curve of plus or minus 0.5% would result in a change in fair value for these investments of $238 million.",NVDA-2025-7A-0000,list_available → search_filings,2,5776,1221,0.00891075,18.13075039999967,False,False,False,0,False,1,1,1,False,1,True,,True,,True,False,True,1.0
