id,familia,ticker,arquitectura,rep,reintentos_vacios,reintentos_proveedor,respuesta,cifra_dada,cifra_esperada,ratio_cifra,unidad,ejercicio,fuente,cita_dada,chunk_id,herramientas,n_llamadas,tokens_in,tokens_out,coste_usd,latencia_s,sin_respuesta,corrigio_cifra,corrigio_cita,reintentos_esquema,limite_alcanzado,n_busquedas,busquedas_con_ticker,busquedas_con_item,uso_read_section,busquedas_reescritas,cita,cifra,trayectoria,honestidad,acierto,obsoleta,recall5,pos_ancla
gX-001,numerica,NVDA,a1_guardrails,1,0,0,Los ingresos de NVIDIA en el ejercicio fiscal 2025 fueron de 130.497.000.000 USD.,130497000000.0,130497000000.0,1.0,USD,2025,xbrl,,,get_xbrl_fact → get_xbrl_fact,2,4866,665,0.00614325,8.028225999791175,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-002,numerica,AAPL,a1_guardrails,1,0,0,El beneficio neto de Apple en el ejercicio fiscal 2025 fue de 112.010.000.000 USD.,112010000000.0,112010000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,5000,432,0.00537,6.9217799003236,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-003,numerica,GOOGL,a1_guardrails,1,0,0,Los ingresos totales de Alphabet (GOOGL) en el ejercicio fiscal 2025 fueron de 402.836.000.000 USD (aproximadamente 402.836 millones de dólares).,402836000000.0,402836000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,4982,396,0.0052215,8.362909799907357,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-004,numerica,META,a1_guardrails,1,0,0,"En el ejercicio fiscal 2025, Meta gastó 57.372.000.000 USD en investigación y desarrollo (Research and Development).",57372000000.0,57372000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,4978,732,0.0064785,11.450582799967378,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-005,numerica,AMZN,a1_guardrails,1,0,0,"En el ejercicio fiscal 2025, Amazon generó 139.514.000.000 USD de efectivo procedente de sus actividades de explotación (NetCashProvidedByUsedInOperatingActivities).",139514000000.0,139514000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,5034,541,0.00580425,7.8521259999834,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-006,numerica,MSFT,a1_guardrails,1,0,0,El pasivo total de Microsoft al cierre del ejercicio fiscal 2024 (a 30 de junio de 2024) ascendía a 243.686.000.000 USD.,243686000000.0,243686000000.0,1.0,USD,2024,xbrl,,,get_xbrl_fact,1,2983,408,0.00376725,4.258584499824792,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-007,extractiva,NVDA,a1_guardrails,1,0,0,"En su informe 10-K para el ejercicio fiscal 2025, NVIDIA describe el mercado chino (particularmente en soluciones de centros de datos) como altamente competitivo y señala que su posición competitiva se ha visto perjudicada por los controles de exportación impuestos por el gobierno de EE. UU. La compañía destaca que los requisitos y demoras en las licencias colocan a NVIDIA en desventaja frente a competidores no sujetos a dichas restricciones, haciendo que el soporte técnico sea más engorroso e incentivando a los clientes chinos a recurrir a alternativas de proveedores locales (en China) o de Europa e Israel, así como a desarrollar soluciones internas. Asimismo, advierte de que el propio gobierno chino puede fomentar la compra a competidores nacionales e imponer restricciones a productos con componentes de socios o proveedores de NVIDIA. Aunque NVIDIA lanzó productos adaptados que no requieren licencia y sus ingresos de Data Center en China crecieron en FY2025, su cuota como porcentaje del total de ingresos de dicho segmento sigue muy por debajo de los niveles previos a los controles de octubre de 2023.",,,,,2025,texto,"The licensing requirements may benefit certain of our competitors, as the licensing process will make our pre-sale and post-sale technical support efforts more cumbersome and less certain and encourage customers in China to pursue alternatives to our products, including semiconductor suppliers based in China, Europe, and Israel.",NVDA-2025-1A-0036,list_available → search_filings → search_filings,3,14601,2018,0.01851825,19.75906870001927,False,False,False,0,False,2,2,2,False,0,True,,True,,True,False,False,16.0
gX-008,extractiva,GOOGL,a1_guardrails,1,0,0,"En los factores de riesgo de su informe 10-K para FY2025, Alphabet menciona dos demandas antimonopolio principales del Departamento de Justicia (DOJ) de EE. UU. (junto con fiscales generales estatales): 

1. Una demanda sobre sus prácticas de Búsqueda y publicidad en Búsqueda (Search and Search advertising) en el Tribunal de Distrito del Distrito de Columbia, en la cual el tribunal falló en contra de Google en agosto de 2024 e impuso remedios en diciembre de 2025, sentencia apelada por ambas partes a inicios de 2026.
2. Una demanda presentada en enero de 2023 en el Distrito Este de Virginia relativa a su tecnología publicitaria (ad tech), donde en abril de 2025 el juez emitió un fallo mixto determinando que sus herramientas para editores excluían indebidamente a competidores, y cuyas propuestas de remedios (incluidos remedios estructurales solicitados por el DOJ) estaban pendientes de sentencia final a cierre del ejercicio.",,,,,2025,texto,the DOJ and a number of state Attorneys General filed a lawsuit concerning our Search and Search advertising practices and our compliance with US antitrust laws.,GOOGL-2025-1A-0026,list_available → search_filings,2,7693,1324,0.01073475,12.978620100300759,False,False,False,0,False,1,1,1,False,0,True,,True,,True,False,True,2.0
gX-009,extractiva,META,a1_guardrails,1,0,1,"En su informe 10-K de FY2025, Meta señala que la Ley de Mercados Digitales (DMA) de la Unión Europea impone restricciones y requisitos a las empresas designadas como guardianes de acceso (gatekeepers) en áreas concretas como la combinación de datos entre servicios, las fusiones y adquisiciones, y el diseño de productos. Asimismo, en relación con estas obligaciones (en particular relativas al consentimiento para la combinación y uso de datos bajo el Artículo 5(2) de la DMA), la Comisión Europea concluyó en abril de 2025 que el modelo de «suscripción sin anuncios» de Meta no cumplía con la normativa, lo que obligó a la compañía a modificar sus productos ofreciendo una opción de anuncios menos personalizados (LPA) y a incurrir en costes y ajustes de prácticas de negocio.",,,,,2025,texto,"For example, the DMA in the European Union imposes restrictions and requirements on companies like ours, including in areas such as the combination of data across services, mergers and acquisitions, and product design.",META-2025-1A-0060,list_available → search_filings → search_filings → search_filings → search_filings,5,35317,2496,0.03584775,47.845242400188,False,False,False,0,False,4,4,3,False,0,True,,True,,True,False,True,1.0
gX-010,extractiva,AAPL,a1_guardrails,1,0,0,"Apple declara en su informe 10-K para el ejercicio fiscal 2025 que muchas de sus operaciones, tiendas minoristas e instalaciones, así como operaciones comerciales críticas de sus proveedores y fabricantes por contrato, están situadas en ubicaciones propensas a terremotos y otros desastres naturales. Asimismo, señala que el cambio climático global está provocando que ciertos tipos de desastres naturales y fenómenos meteorológicos extremos ocurran con mayor frecuencia o con efectos más intensos, lo que puede dificultar o imposibilitar la fabricación y entrega de productos, generar retrasos e ineficiencias en la cadena de suministro, ralentizar o interrumpir servicios, incrementar costes y afectar negativamente a la demanda.",,,,,2025,texto,"Many of the Company’s operations, retail stores and facilities, as well as critical business operations of the Company’s suppliers and contract manufacturers, are in locations that are prone to earthquakes and other natural disasters.",AAPL-2025-1A-0003,list_available → search_filings,2,7127,998,0.00908775,10.728975400328636,False,False,False,0,False,1,1,1,False,0,True,,True,,True,False,False,21.0
