id,familia,ticker,arquitectura,rep,reintentos_vacios,reintentos_proveedor,respuesta,cifra_dada,cifra_esperada,ratio_cifra,unidad,ejercicio,fuente,cita_dada,chunk_id,herramientas,n_llamadas,tokens_in,tokens_out,coste_usd,latencia_s,sin_respuesta,corrigio_cifra,corrigio_cita,reintentos_esquema,limite_alcanzado,n_busquedas,busquedas_con_ticker,busquedas_con_item,uso_read_section,busquedas_reescritas,cita,cifra,trayectoria,honestidad,acierto,obsoleta,recall5,pos_ancla
gX-001,numerica,NVDA,baseline,1,0,0,Los ingresos de NVIDIA en el ejercicio fiscal 2025 ascendieron a 130.497 millones de dólares (130.497.000.000 USD).,130497000000.0,130497000000.0,1.0,USD,2025,xbrl,,,get_xbrl_fact,1,2176,512,0.003552,6.278981300070882,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-002,numerica,AAPL,baseline,1,0,0,El beneficio neto de Apple (AAPL) en el ejercicio fiscal 2025 fue de 112.010 millones de dólares (112.010.000.000 USD).,112010000000.0,112010000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,3740,413,0.00435375,8.282982400152832,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-003,numerica,GOOGL,baseline,1,0,0,Los ingresos totales de Alphabet (GOOGL) en el ejercicio fiscal 2025 fueron de 402.836.000.000 USD (aproximadamente 402.836 millones de dólares).,402836000000.0,402836000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,3787,460,0.00456525,14.114473099820316,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-004,numerica,META,baseline,1,0,0,"En el ejercicio fiscal 2025, Meta gastó 57.372.000.000 USD (aproximadamente 57.372 millones de dólares) en investigación y desarrollo (Research and Development Expense).",57372000000.0,57372000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,3680,638,0.0051525,21.799618599936366,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-005,numerica,AMZN,baseline,1,0,0,"En el ejercicio fiscal 2025, Amazon generó 139.514.000.000 USD (aproximadamente 139.514 millones de dólares) a través de sus actividades de explotación (flujo de efectivo operativo).",139514000000.0,139514000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,3899,663,0.0054105,9.695775900036097,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-006,numerica,MSFT,baseline,1,0,0,El pasivo total de Microsoft al cierre del ejercicio fiscal 2024 (30 de junio de 2024) ascendía a 243.686 millones de dólares (243.686.000.000 USD).,243686000000.0,243686000000.0,1.0,USD,2024,xbrl,,,list_available → get_xbrl_fact,2,3759,457,0.004533,8.838456599973142,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-007,extractiva,NVDA,baseline,1,0,0,"En su informe 10-K para el ejercicio fiscal 2025 (FY2025), NVIDIA describe la situación competitiva en China como un entorno altamente competitivo y desafiante, marcado por el impacto negativo de los controles de exportación estadounidenses y el impulso a competidores locales:

1. **Mercado altamente competitivo**: NVIDIA señala explícitamente en el Item 7 que «el mercado en China para soluciones de centros de datos sigue siendo competitivo» (*«The market in China for datacenter solutions remains competitive»*). Aunque NVIDIA lanzó productos diseñados específicamente para China que no requieren licencia de exportación y sus ingresos de Data Center en China crecieron en FY2025, como porcentaje de los ingresos totales de Data Center se mantienen muy por debajo de los niveles previos a los controles de octubre de 2023 [NVDA-2025-7-0004].

2. **Deterioro de la posición competitiva por controles de exportación**: NVIDIA advierte que su posición competitiva ya se ha visto perjudicada por las restricciones comerciales impuestas por EE. UU., las cuales otorgan una ventaja a competidores cuyos productos no están sujetos a tales restricciones o que logran licencias más ágilmente [NVDA-2025-7-0004, NVDA-2025-1A-0036].

3. **Auge de alternativas locales e internacionales**: Las exigencias y trabas del proceso de licencias incentivan a los clientes chinos a recurrir a alternativas, beneficiando a proveedores de semiconductores basados en China, Europa e Israel, o al desarrollo de soluciones internas propias por parte de los clientes [NVDA-2025-1A-0036, NVDA-2025-1A-0038].

4. **Políticas y estímulos del gobierno chino**: NVIDIA destaca que el gobierno de China puede incentivar a los clientes locales a comprar a competidores con sede en China, imponer restricciones a productos que incluyan ciertos componentes estadounidenses, o introducir planes de acción con estándares técnicos específicos (como límites de rendimiento por vatio y ancho de banda de memoria) que dificulten la comercialización de los chips de NVIDIA [NVDA-2025-1A-0038, NVDA-2025-1A-0039].",,,,,2025,texto,"The market in China for datacenter solutions remains competitive. We will continue to comply with export controls while serving our customers. [...] Our competitive position has been harmed by the existing export controls, and our competitive position and future results may be further harmed, over the long term, if there are further changes in the USG’s export controls.",NVDA-2025-7-0004,list_available → search_filings → search_filings → search_filings → search_filings → search_filings → search_filings,7,61535,3034,0.05752875,42.11594629986212,False,False,False,0,False,6,6,4,False,0,True,,True,,True,False,False,16.0
gX-008,extractiva,GOOGL,baseline,1,0,0,"En sus factores de riesgo (Item 1A) del informe 10-K de FY2025, Alphabet menciona dos demandas antimonopolio principales interpuestas por el Departamento de Justicia de EE. UU. (DOJ) junto con fiscales generales estatales:

1. **Demanda sobre Búsqueda y publicidad en búsquedas (Search and Search advertising):** Presentada ante el Tribunal de Distrito de EE. UU. para el Distrito de Columbia. En agosto de 2024, el tribunal falló contra Google y, en diciembre de 2025, dictó una sentencia final imponiendo medidas correctoras (restricciones en la distribución de servicios y la obligación de compartir ciertos datos de búsqueda y ofrecer sindicación a competidores). Ambas partes apelaron dicha resolución a principios de 2026.

2. **Demanda sobre tecnología publicitaria (Ad Tech):** Presentada en enero de 2023 en el Tribunal del Distrito Este de Virginia. En abril de 2025, el tribunal dictó una resolución mixta determinando que sus herramientas para editores (*publisher tools*) excluían indebidamente a competidores. Alphabet señala que el DOJ ha propuesto remedios estructurales y que están a la espera de la sentencia final sobre las medidas a implementar.",,,,,2025,texto,"the DOJ and a number of state Attorneys General filed a lawsuit concerning our Search and Search advertising practices and our compliance with US antitrust laws. [...] In January 2023, the DOJ and a number of state Attorneys General sued in the Eastern District of Virginia alleging similar antitrust violations relating to our advertising technology.",GOOGL-2025-1A-0026,list_available → search_filings,2,6406,1252,0.0094995,14.535102599766105,False,False,False,0,False,1,1,1,False,0,True,,True,,True,False,True,2.0
gX-009,extractiva,META,baseline,1,0,0,"En su informe 10-K para FY2025, Meta señala que la Ley de Mercados Digitales (DMA) de la Unión Europea —cuyos requisitos clave son exigibles a las empresas designadas como guardianes de acceso (gatekeepers) desde marzo de 2024— le impone restricciones y obligaciones en las siguientes áreas concretas:

1. **Combinación de datos entre servicios** (*combination of data across services*): restricciones y obligaciones que limitan o condicionan cómo Meta puede combinar y usar señales de datos recopilados a través de sus distintas plataformas y servicios.
2. **Fusiones y adquisiciones** (*mergers and acquisitions*): exigencias y limitaciones regulatorias sobre transacciones y operaciones corporativas.
3. **Diseño de productos** (*product design*): requisitos que obligan a realizar modificaciones en el diseño y funcionamiento de sus productos y servicios, incluyendo dar a los usuarios opciones para limitar el uso de señales de datos publicitarios.
4. **Cumplimiento en modelos publicitarios y consentimiento**: Meta detalla que la Comisión Europea determinó en abril de 2025 que su modelo de «suscripción sin anuncios» no cumplía con la DMA, obligando a Meta a implementar y modificar significativamente la alternativa de «anuncios menos personalizados» (LPA) para usuarios en la UE/EEE.

Asimismo, Meta destaca que estas exigencias le imponen costes operativos sustanciales de cumplimiento, alteraciones en sus prácticas de negocio y el riesgo de sanciones económicas significativas por incumplimiento.",,,,,2025,texto,"For example, the DMA in the European Union imposes restrictions and requirements on companies like ours, including in areas such as the combination of data across services, mergers and acquisitions, and product design. The DMA also includes significant penalties for non-compliance, and its key requirements are enforceable against designated gatekeeper companies as of March 2024.",META-2025-1A-0060,list_available → search_filings → search_filings → search_filings → search_filings → search_filings → search_filings → search_filings → search_filings,9,76755,2371,0.0664575,39.50126470020041,False,False,False,0,False,8,8,8,False,0,True,,True,,True,False,True,1.0
gX-010,extractiva,AAPL,baseline,1,0,0,"En su informe 10-K para el ejercicio fiscal 2025, Apple declara que muchas de sus operaciones, tiendas minoristas e instalaciones, así como operaciones críticas de sus proveedores y fabricantes contratados, están ubicadas en áreas propensas a terremotos y otros desastres naturales. Asimismo, advierte que el cambio climático global está provocando que ciertos tipos de desastres naturales y fenómenos meteorológicos extremos ocurran con mayor frecuencia o intensidad. Estos eventos pueden dificultar o imposibilitar la fabricación y entrega de productos, causar retrasos e ineficiencias en la cadena de suministro, provocar interrupciones en los servicios, incrementar costes y reducir la demanda de los consumidores en las zonas afectadas.",,,,,2025,texto,"Many of the Company’s operations, retail stores and facilities, as well as critical business operations of the Company’s suppliers and contract manufacturers, are in locations that are prone to earthquakes and other natural disasters. Global climate change is resulting in certain types of natural disasters and extreme weather occurring more frequently or with more intense effects.",AAPL-2025-1A-0003,list_available → search_filings,2,5859,806,0.00741675,25.10762789985165,False,False,False,0,False,1,1,1,False,0,True,,True,,True,False,False,21.0
