id,familia,ticker,arquitectura,rep,reintentos_vacios,reintentos_proveedor,respuesta,cifra_dada,cifra_esperada,ratio_cifra,unidad,ejercicio,fuente,cita_dada,chunk_id,herramientas,n_llamadas,tokens_in,tokens_out,coste_usd,latencia_s,sin_respuesta,corrigio_cifra,corrigio_cita,reintentos_esquema,limite_alcanzado,n_busquedas,busquedas_con_ticker,busquedas_con_item,uso_read_section,busquedas_reescritas,cita,cifra,trayectoria,honestidad,acierto,obsoleta,recall5,pos_ancla
gX-001,numerica,NVDA,a2_retrieval,3,0,0,Los ingresos de NVIDIA en el ejercicio fiscal 2025 fueron de 130.497.000.000 USD (130.497 millones de dólares).,130497000000.0,130497000000.0,1.0,USD,2025,xbrl,,,get_xbrl_fact,1,2977,358,0.00357525,8.559681099839509,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-002,numerica,AAPL,a2_retrieval,3,0,0,El beneficio neto (Net Income) de Apple Inc. en el ejercicio fiscal 2025 fue de 112.010.000.000 USD.,112010000000.0,112010000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,4986,606,0.006012,11.623735600151122,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-003,numerica,GOOGL,a2_retrieval,3,0,0,Los ingresos totales de Alphabet Inc. en el ejercicio fiscal 2025 ascendieron a 402.836.000.000 USD.,402836000000.0,402836000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,4971,485,0.005547,6.9098310000263155,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-004,numerica,META,a2_retrieval,3,0,0,"En el ejercicio fiscal 2025, Meta Platforms, Inc. gastó 57.372.000.000 USD en investigación y desarrollo (Research and Development).",57372000000.0,57372000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,4976,436,0.005367,14.95646520005539,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-005,numerica,AMZN,a2_retrieval,3,0,0,"En el ejercicio fiscal 2025, Amazon generó 139.514.000.000 USD de efectivo neto procedente de sus actividades de explotación (NetCashProvidedByUsedInOperatingActivities).",139514000000.0,139514000000.0,1.0,USD,2025,xbrl,,,list_available → get_xbrl_fact,2,5045,656,0.00624375,12.453308699652553,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-006,numerica,MSFT,a2_retrieval,3,0,0,El pasivo total de Microsoft al cierre del ejercicio fiscal 2024 (30 de junio de 2024) ascendía a 243.686.000.000 USD.,243686000000.0,243686000000.0,1.0,USD,2024,xbrl,,,get_xbrl_fact,1,2992,458,0.0039615,7.2739699999801815,False,False,False,0,False,0,0,0,False,0,,True,True,,True,False,,
gX-007,extractiva,NVDA,a2_retrieval,3,0,0,"En su informe 10-K para el ejercicio fiscal 2025 (FY2025), NVIDIA describe el mercado chino de soluciones de centros de datos como altamente competitivo (""The market in China for datacenter solutions remains competitive""). La compañía destaca que su posición competitiva se ha visto perjudicada por los controles de exportación impuestos por el gobierno de EE. UU. (USG), y que podría deteriorarse aún más a largo plazo si se introducen nuevas restricciones. 

Aunque NVIDIA desarrolló y lanzó productos específicos para China que no requieren licencia de exportación —lo que permitió que sus ingresos de Data Center en el país crecieran en FY2025—, estos ingresos representan un porcentaje del total de Data Center significativamente inferior al observado antes de los controles de octubre de 2023. Asimismo, en la sección de factores de riesgo (Item 1A), advierte que estas restricciones benefician a competidores que ofrecen alternativas no sujetas a controles y que el gobierno chino podría incentivar a los clientes a adquirir productos de competidores basados en China (""China-based competitors"").",,,,,2025,texto,The market in China for datacenter solutions remains competitive.,NVDA-2025-7-0004,list_available → search_filings → search_filings → search_filings,4,25210,2852,0.0296025,62.963601199910045,False,False,False,0,False,3,3,2,False,3,True,,True,,True,False,False,23.0
gX-008,extractiva,GOOGL,a2_retrieval,3,0,0,"En los factores de riesgo (Item 1A) de su informe 10-K de FY2025, Alphabet menciona dos demandas antimonopolio principales presentadas por el DOJ (junto con fiscales generales estatales): 

1. Demanda sobre búsqueda y publicidad en búsquedas (Search and Search advertising): tramitada en el Tribunal de Distrito de Columbia, donde en agosto de 2024 se falló en contra de Google y en diciembre de 2025 se emitió un fallo definitivo imponiendo remedios (restricciones de distribución y requisitos de compartir datos de búsqueda), el cual fue apelado por Google en enero de 2026 y por el DOJ en febrero de 2026.
2. Demanda sobre tecnología publicitaria (advertising technology): presentada en enero de 2023 en el Distrito Este de Virginia. En abril de 2025, el tribunal emitió una resolución mixta determinando que sus herramientas para editores excluían indebidamente a rivales, quedando pendientes los remedios definitivos (donde el DOJ propuso remedios estructurales) tras los argumentos finales de noviembre de 2025.",,,,,2025,texto,the DOJ and a number of state Attorneys General filed a lawsuit concerning our Search and Search advertising practices and our compliance with US antitrust laws.,GOOGL-2025-1A-0026,list_available → search_filings,2,7747,1436,0.01119525,28.077052200213075,False,False,False,0,False,1,1,1,False,1,True,,True,,True,False,False,10.0
gX-009,extractiva,META,a2_retrieval,3,0,0,"En su informe 10-K de FY2025, Meta señala que la Ley de Mercados Digitales (DMA) de la Unión Europea impone restricciones y requisitos específicos a empresas designadas como guardianes de acceso (gatekeepers) en áreas que incluyen la combinación de datos entre servicios, las fusiones y adquisiciones, y el diseño de productos. Además, la normativa afecta a sus modelos de consentimiento y publicidad (como su modelo de suscripción sin anuncios y opciones de anuncios menos personalizados).",,,,,2025,texto,"For example, the DMA in the European Union imposes restrictions and requirements on companies like ours, including in areas such as the combination of data across services, mergers and acquisitions, and product design.",META-2025-1A-0060,list_available → search_filings → search_filings → search_filings → search_filings,5,32957,1696,0.03107775,68.73775359988213,False,False,False,0,False,4,4,4,False,4,True,,True,,True,False,True,1.0
gX-010,extractiva,AAPL,a2_retrieval,3,0,0,"En su informe 10-K para el ejercicio fiscal 2025, Apple declara que muchas de sus operaciones, tiendas minoristas e instalaciones, así como operaciones comerciales críticas de sus proveedores y fabricantes por contrato, están situadas en ubicaciones propensas a terremotos y otros desastres naturales. Además, la compañía advierte que el cambio climático global está provocando que ciertos desastres naturales y fenómenos meteorológicos extremos ocurran con mayor frecuencia o mayor intensidad, lo que puede dificultar o imposibilitar la fabricación y entrega de productos, causar retrasos e ineficiencias en la cadena de suministro y elevar sus costes.",,,,,2025,texto,"Many of the Company’s operations, retail stores and facilities, as well as critical business operations of the Company’s suppliers and contract manufacturers, are in locations that are prone to earthquakes and other natural disasters.",AAPL-2025-1A-0003,list_available → search_filings,2,7185,998,0.00913125,9.665692000184208,False,False,False,0,False,1,1,1,False,1,True,,True,,True,False,False,14.0
